Date,equity,ret
2015-01-01,100000.0,0.0
2015-01-02,100062.29296172565,0.0006229296172564069
2015-01-03,97366.44307347394,-0.026941716089625034
2015-01-04,95904.03488113369,-0.0150196324953219
2015-01-05,97142.35626184326,0.01291208844595948
2015-01-06,98698.37036856443,0.016017874865285275
2015-01-07,99483.57371616508,0.007955585737317694
2015-01-08,98621.87771224907,-0.008661691289604145
2015-01-09,99463.62658425688,0.008535113014820128
2015-01-10,98126.86404172984,-0.01343971247011233
2015-01-11,97311.27200166871,-0.00831160812103704
2015-01-12,97789.62526765988,0.00491570253015472
2015-01-13,93924.29622196002,-0.03952698494467155
2015-01-14,88997.51594393945,-0.052454801113204
2015-01-15,93655.17419053958,0.052334699426150655
2015-01-16,93694.66017731966,0.0004216103074001776
2015-01-17,92699.95549919028,-0.010616450032978064
2015-01-18,93988.50282829945,0.013900193610345557
2015-01-19,94493.65744158546,0.005374642622075099
2015-01-20,94788.16524847665,0.0031166939122158066
2015-01-21,96372.0969915417,0.016710226840164433
2015-01-22,97465.20312750257,0.01134255837617415
2015-01-23,97463.99876299094,-1.23568665839624e-05
2015-01-24,99030.09249976058,0.01606843302805583
2015-01-25,99616.548953112,0.005922002479729516
2015-01-26,101283.86375853313,0.016737327511776368
2015-01-27,100307.1628485773,-0.009643203504601128
2015-01-28,97469.49960003201,-0.0282897369236631
2015-01-29,96899.3884651391,-0.005849123440998194
2015-01-30,96750.6362397022,-0.0015351203737514751
2015-01-31,95793.38516546767,-0.009894002886584818
2015-02-01,96840.45855033757,0.010930539546767815
2015-02-02,98206.05649842283,0.014101522943279043
2015-02-03,96594.35420374497,-0.01641143481516072
2015-02-04,96578.18494461339,-0.0001673934182268022
2015-02-05,95485.57188258709,-0.011313249080554755
2015-02-06,95032.28328329326,-0.004747194684566636
2015-02-07,95618.89609388256,0.006172774033436523
2015-02-08,95163.16667131681,-0.004766102111431025
2015-02-09,94799.93920383259,-0.0038168913476657185
2015-02-10,94659.00038884478,-0.001486697314064367
2015-02-11,94404.01110815912,-0.0026937668857499597
2015-02-12,94851.88849070137,0.004744262211794359
2015-02-13,96291.34532952507,0.015175837421147476
2015-02-14,98530.0476619836,0.02324925801791755
2015-02-15,96376.57636730408,-0.02185598551689738
2015-02-16,96275.81912087054,-0.0010454536800471592
2015-02-17,96595.52050790621,0.003320682077337711
2015-02-18,95851.29798038333,-0.007704524222341913
2015-02-19,96224.74729163398,0.003896132020320353
2015-02-20,96735.84166980251,0.005311465008263738
2015-02-21,96810.73999435805,0.0007742561935957237
2015-02-22,95963.81410850139,-0.008748263735056883
2015-02-23,96450.00335541263,0.005066381025263578
2015-02-24,96750.85562581185,0.0031192561942232633
2015-02-25,96789.45019843608,0.00039890678355858356
2015-02-26,96497.01684712344,-0.0030213349772428844
2015-02-27,98453.17011031129,0.020271644938899103
2015-02-28,98495.35112278773,0.00042843732130903867
2015-03-01,99070.50699712578,0.005839421533926359
2015-03-02,100137.80195785148,0.010773084675509637
2015-03-03,100415.37069630851,0.0027718676966153044
2015-03-04,99479.30570484612,-0.009321929351766123
2015-03-05,99656.530055283,0.0017815197762105495
2015-03-06,97762.56458892062,-0.0190049308892426
2015-03-07,98049.22351182294,0.0029321952028129594
2015-03-08,97879.71763443277,-0.0017287834754726727
2015-03-09,99660.38169829456,0.018192370257057
2015-03-10,99625.06762895396,-0.0003543441108575518
2015-03-11,99952.55393243523,0.003287187765844024
2015-03-12,100115.31987055548,0.0016284320081534354
2015-03-13,99093.69114943585,-0.010204519372664977
2015-03-14,98791.63593137477,-0.003048178088407072
2015-03-15,99200.62308349225,0.004139896543484456
2015-03-16,100171.22736727852,0.00978425592114851
2015-03-17,99717.41723009161,-0.004530344182796298
2015-03-18,97381.27054173077,-0.023427669440839294
2015-03-19,98076.9160096772,0.007143524253447886
2015-03-20,98792.96180817006,0.007300859647974889
2015-03-21,98594.54489791761,-0.0020084113951125415
2015-03-22,99537.00315204739,0.009558928996584726
2015-03-23,99380.1512692657,-0.0015758148006735917
2015-03-24,97169.46777822403,-0.02224471851579224
2015-03-25,96783.42204590072,-0.003972911873968532
2015-03-26,96747.50541186602,-0.0003711031628709227
2015-03-27,96842.64830436703,0.0009834144259945887
2015-03-28,97445.98584452567,0.006230080968690599
2015-03-29,96437.17899159806,-0.010352472132994284
2015-03-30,96804.95133193523,0.003813594965995426
2015-03-31,96292.34251384196,-0.005295274787501136
2015-04-01,97296.81863593517,0.010431526493903887
2015-04-02,97596.17483586495,0.003076731635490715
2015-04-03,97731.77342183188,0.0013893842273529078
2015-04-04,97664.08281556483,-0.0006926161666470643
2015-04-05,98426.31962786049,0.007804678959972611
2015-04-06,98252.55512463278,-0.0017654272138254434
2015-04-07,97988.02731551506,-0.002692324986176331
2015-04-08,97066.01544870522,-0.0094094339080939
2015-04-09,96545.5055510586,-0.005362431899985531
2015-04-10,96080.32110352608,-0.0048182921087559505
2015-04-11,96131.07316815678,0.0005282253852589847
2015-04-12,96088.98065429459,-0.000437865847898844
2015-04-13,94680.80068160272,-0.01465495796815841
2015-04-14,94187.4087479454,-0.005211108589126989
2015-04-15,94942.30875050975,0.008014871760455122
2015-04-16,95258.15118169133,0.0033266773826992058
2015-04-17,94742.98454718766,-0.005408110782258002
2015-04-18,94789.9568699965,0.0004957868177082325
2015-04-19,94716.19623160895,-0.0007781482429485287
2015-04-20,94739.25318668019,0.00024343202101206884
2015-04-21,95872.73202800532,0.011964194388271787
2015-04-22,95186.75888240786,-0.007155039092837101
2015-04-23,95729.67192349269,0.005703661385881853
2015-04-24,95040.34959255683,-0.007200717573614623
2015-04-25,94558.68079718153,-0.005068045282243139
2015-04-26,93872.74001173544,-0.007254128120900538
2015-04-27,95326.21368309276,0.015483447816433404
2015-04-28,94936.46958236038,-0.004088530171019511
2015-04-29,94457.62069961113,-0.005043887610902131
2015-04-30,94755.784807943,0.003156591348834281
2015-05-01,94125.10287892741,-0.006655867293948181
2015-05-02,94400.21393133726,0.0029228233913722867
2015-05-03,94923.2886819059,0.0055410335293213375
2015-05-04,94891.50271660626,-0.00033485950330014447
2015-05-05,94442.20515109735,-0.004734855626122192
2015-05-06,93301.1258687382,-0.01208230240424335
2015-05-07,94242.04935971615,0.0100848031812788
2015-05-08,95356.44707601763,0.01182484595647848
2015-05-09,95174.90399371306,-0.0019038364774628391
2015-05-10,95038.94065987051,-0.0014285628683327056
2015-05-11,94376.2706629132,-0.006972615565328133
