Price,Close,High,Low,Open,Volume
Ticker,TLT,TLT,TLT,TLT,TLT
Date,,,,,
2015-01-02,96.51286315917969,96.77059765844787,95.62596500141525,95.73208927072011,9432000
2015-01-05,98.02894592285156,98.26393457260794,96.99801361046424,97.0359118340775,9789500
2015-01-06,99.79517364501953,100.43193100955382,98.68845045827689,99.0750436426846,18331300
2015-01-07,99.5981216430664,100.03778290488948,98.67331891417734,99.075076149403,9762900
2015-01-08,98.27910614013672,98.8248915602811,98.10476155407652,98.81731538408064,8055300
2015-01-09,99.35550689697266,99.38582316304543,97.81668746848904,97.93797566613844,9398800
2015-01-12,99.92404174804688,100.29547098424317,99.24180424684592,99.30244835139803,6658100
2015-01-13,99.92404174804688,100.52288348464349,99.40857264269414,99.59808113191436,8260800
2015-01-14,100.68202209472656,101.66745646061285,100.59105020299812,101.36424766598232,12324500
2015-01-15,102.26637268066406,102.35733306196308,100.5759484836491,100.70482444606436,11454200
2015-01-16,100.9625473022461,102.09201052591523,100.84125908985675,101.82670557382917,9390500
2015-01-20,102.30427551269531,102.41797598800497,101.62962570360213,101.675105893726,7758700
2015-01-21,101.12175750732422,102.78185425359676,100.7882321758203,102.48622137869096,9803900
2015-01-22,100.75782012939453,101.71293825783776,100.27267911018419,101.57649776806342,10200000
2015-01-23,102.16027069091797,102.42557571654017,101.6902816293098,101.80399369744826,7334600
2015-01-26,101.84943389892578,102.47860341547815,101.61444524375015,102.21328692736934,5966500
2015-01-27,102.0086441040039,103.1911753301062,101.69025963542443,102.8879547806689,8079600
2015-01-28,103.6762924194336,104.16143361850285,102.10715680524918,102.14506081090805,12230300
2015-01-29,102.99405670166016,103.60048610208209,102.68327161020436,103.18356516637459,8881400
2015-01-30,104.82099151611328,104.98776000246295,103.98714908436496,104.38891794088845,14871200
2015-02-02,104.42524719238281,104.75945846047274,103.8024084028182,103.83278597715805,13689900
2015-02-03,102.21484375,103.14150398398364,102.06292121617317,103.0351651643421,14008700
2015-02-04,102.38956451416016,102.5338840007461,101.1134867923003,101.39453427304416,11360400
2015-02-05,101.26537322998047,101.95656967638544,101.10585922538816,101.78187269235436,8334600
2015-02-06,99.47286224365234,100.52865951546646,99.19181467743883,100.30078718261464,13685600
2015-02-09,99.31331634521484,100.24757986179112,99.31331634521484,100.23998836948434,8025500
2015-02-10,98.52336883544922,99.10063516213354,98.31828264975887,98.84997684408182,8290700
2015-02-11,98.7056655883789,98.94873243464247,97.95370216163947,98.51577396100993,6506400
2015-02-12,98.37908935546875,99.15383910074002,98.32591411938425,98.48542823756885,12548300
2015-02-13,97.36884307861328,98.38665952814199,97.29288178354608,98.37146495111527,8325200
2015-02-17,95.90287780761719,97.17135260268729,95.64462215755414,97.0726110337111,14968800
2015-02-18,96.47254180908203,97.0270221032397,96.06237520783847,96.32822232113547,14009200
2015-02-19,95.83450317382812,96.80674735911191,95.83450317382812,96.29783919885125,8584800
2015-02-20,96.11555480957031,97.23211280366624,95.70538816488826,96.50293538427555,12502500
2015-02-23,97.2169189453125,97.35364115306682,96.58648312708739,96.60926919587432,7500500
2015-02-24,98.49298858642578,98.58413285938379,96.60166958712304,96.95866677629556,11958300
2015-02-25,98.91834259033203,99.03987601261177,98.04484574658471,98.33348472698282,8019800
2015-02-26,97.5663070678711,98.97150962031468,97.52832642779292,98.51576511950483,11020500
2015-02-27,98.38665008544922,98.45500829040917,97.42960044581416,97.99927533394425,9225100
2015-03-02,96.5540542602539,98.22836147837734,96.47794489999409,98.17508260366387,11324000
2015-03-03,96.20396423339844,96.93456873392172,96.18112794366746,96.56926358049587,8599000
2015-03-04,96.234375,96.68339567544096,96.01367651586631,96.60729214922313,6478900
2015-03-05,96.11260223388672,96.56161706429329,95.81579444279475,96.29525184232952,6045000
2015-03-06,93.98932647705078,95.00152061724572,93.58597240174898,94.87975028173541,20022900
2015-03-09,94.8569107055664,95.0319540945063,94.46877505623264,94.88735328652676,8889100
2015-03-10,96.10498809814453,96.22675837207014,95.70924632053877,95.86906545032146,9277900
2015-03-11,96.80518341064453,97.00305727140564,95.98325700119119,96.08980312475605,6663100
2015-03-12,96.73667907714844,97.56621747245552,96.43987122870578,97.56621747245552,10295900
2015-03-13,96.43989562988281,97.10200293332215,96.26485223086512,96.47033821259585,7247200
2015-03-16,97.36841583251953,97.52822929921605,96.85850961133723,97.36841583251953,6374600
2015-03-17,98.17508697509766,98.25880263004788,97.62713207227048,97.83261806399528,6314000
2015-03-18,100.07005310058594,100.10048986459677,97.87823448690449,98.86759770072754,13981900
2015-03-19,99.56019592285156,100.16902436609163,99.14161765863038,99.84938594959314,9543800
2015-03-20,100.08531188964844,100.2299127139375,99.80372814508038,99.86461331386833,5953800
2015-03-23,99.9636001586914,100.26801453308109,99.6896225766751,100.22995983311637,5555500
2015-03-24,100.93001556396484,100.94523975040102,100.06242273953097,100.32879374523112,6713000
2015-03-25,100.07769775390625,101.0366129586721,100.04726097822727,101.00617618299312,5635800
2015-03-26,98.51752471923828,99.80369591446345,98.31203879252091,99.73520447644259,9536300
2015-03-27,99.74283599853516,99.79611487224432,98.92090369638595,98.95895837579853,7907900
2015-03-30,99.2481460571289,99.69716101818862,99.00460543323855,99.62105167005886,7010600
2015-03-31,99.4612808227539,99.66676686043779,98.86766481403255,99.11881183505483,6844300
2015-04-01,100.76766204833984,101.03457915920121,100.13466923126245,100.15754750828008,9273900
2015-04-02,99.69993591308594,100.64561381594453,99.60842282592566,100.61510169558157,6663400
2015-04-06,99.14323425292969,100.27193858453539,98.9296959101115,100.2338042439678,5923800
2015-04-07,99.97447204589844,100.07361896698819,99.02880591967339,99.31860119853467,4764900
2015-04-08,100.00505065917969,100.18045471261883,99.15851925418866,99.92115974023571,5378900
2015-04-09,98.70852661132812,99.84486482654715,98.47974383514807,99.8067304848614,6484200
2015-04-10,98.8533935546875,99.48638615418714,98.80001480564981,99.38725086684204,4843000
2015-04-13,98.9906997680664,99.1279694176026,98.678014494835,98.78478365679622,4010600
2015-04-14,99.69232940673828,100.56173878261819,99.50929156661816,100.14228433878006,6075500
2015-04-15,99.6084976196289,100.11184325088952,99.3873369472724,99.94406137380265,4425200
2015-04-16,99.11273193359375,99.7991035032761,98.69327746902489,99.77622522675114,7085500
2015-04-17,100.24907684326172,100.43973694058133,98.91445616202438,98.96784657501891,7268800
2015-04-20,99.36436462402344,99.91346637788239,99.08981374709396,99.86008762687678,4949400
2015-04-21,98.9144058227539,99.48638582362214,98.80763668807036,99.31860409241042,4563800
2015-04-22,97.40436553955078,98.7999979039921,97.26709012963065,98.76186358293855,9707600
2015-04-23,97.82386779785156,98.26620053780445,97.32052244166725,97.46542595059607,6843400
2015-04-24,98.4339828491211,98.70852216817937,98.0679071497766,98.10604148974583,4773000
2015-04-27,98.4339828491211,98.76191257152963,97.9001253634854,98.4339828491211,4334900
2015-04-28,97.07646942138672,98.18230117587963,97.05359114689425,97.7475906865914,7464300
2015-04-29,95.88675689697266,96.428230751997,95.5435653087574,95.94776369219225,11554800
2015-04-30,96.05451202392578,96.22229376597689,94.95631430787812,95.36051260364749,12876000
2015-05-01,94.76148986816406,95.55626435380621,94.52458800922989,95.31936249487204,12378500
2015-05-04,93.86736297607422,95.16650999406706,93.78329990462966,94.99074599408316,9144700
2015-05-05,93.73750305175781,94.02025551703605,92.99622235983529,93.89034190702017,13935500
2015-05-06,92.13261413574219,93.27892239720717,91.98741905397918,93.22542824488914,14355000
2015-05-07,93.3706283569336,93.6686680359264,92.73633639172316,92.79747423111277,11933700
2015-05-08,93.6228256225586,94.41760011169333,93.46998101094088,94.28768073421183,11716400
2015-05-11,91.3454818725586,92.9655996207002,91.32255664057962,92.94267438872123,13738600
2015-05-12,91.58243560791016,92.1861589906486,90.8029481267813,91.0474937905108,15861700
