Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-01-02,171.56808471679688,172.77908518433307,170.52412758520867,172.36150233169778,121465900
2015-01-05,168.46958923339844,170.68277275764044,168.1605820698364,170.51574220283973,169632600
2015-01-06,166.88272094726562,169.3046949960931,166.08095672613908,168.778536827741,209151400
2015-01-07,168.9623260498047,169.30474695472745,167.76804553154108,168.21902928309717,125346700
2015-01-08,171.96060180664062,172.17775303101104,170.36544510428644,170.38213924184072,147217800
2015-01-09,170.58250427246094,172.39481135655075,169.96447739266017,172.3781044831479,158567300
2015-01-12,169.2462921142578,170.87487511725638,168.63662483635824,170.71619162518044,144396100
2015-01-13,168.7702178955078,171.609775029087,167.45900216013055,170.4739496269329,214553300
2015-01-14,167.75132751464844,167.95177180403775,165.8388043015592,166.74077174477856,192991100
2015-01-15,166.214599609375,168.71173567094502,166.0976769785016,168.39438152635208,176613900
2015-01-16,168.39439392089844,168.5530773766802,165.82208310873955,166.00582050558032,211879600
2015-01-20,168.75352478027344,169.30473702264985,167.17506262700505,169.03747796806257,130991100
2015-01-21,169.60536193847656,170.08975931682033,167.81810879805465,168.28579930304574,122942700
2015-01-22,172.12762451171875,172.26124131422927,168.9790468280684,170.3654246959862,174356000
2015-01-23,171.18382263183594,172.1275634440546,171.05019313311976,171.86865151143812,117516800
2015-01-26,171.584716796875,171.67658549414938,170.24845989715277,170.96670260031274,92009700
2015-01-27,169.32142639160156,170.47394590040238,168.48626104779223,169.5135108524664,134044600
2015-01-28,167.15003967285156,170.6159717531698,166.9579551565131,170.51575596092636,168514300
2015-01-29,168.69508361816406,168.95398288370308,165.93067511368247,167.35046665592657,173585400
2015-01-30,166.57376098632812,168.845412228005,166.30651464569146,167.5091550375927,197729700
2015-02-02,168.63662719726562,168.72849591798445,165.24585708574094,167.07487168866066,163107000
2015-02-03,171.0752716064453,171.08363141607052,169.16274851327026,169.53857038165,124212900
2015-02-04,170.4238739013672,171.5262985042438,169.96453031683527,170.30695123836037,134306700
2015-02-05,172.14430236816406,172.29463877924212,171.01683663134054,171.0919984650727,97953200
2015-02-06,171.66830444335938,173.07973645169798,171.14214599812584,172.51181717462396,125672000
2015-02-09,170.8999481201172,171.74346082451612,170.4907123709011,171.01687079937662,87219000
2015-02-10,172.72056579589844,172.97946504809966,170.941659297903,171.94386803929473,96164200
2015-02-11,172.82077026367188,173.255059840282,171.90209596899638,172.5535239621052,91087800
2015-02-12,174.48277282714844,174.54124052844537,172.85420266863906,173.62255339102262,97545900
2015-02-13,175.20098876953125,175.25109665231582,174.34911653135703,174.60802849843088,93670400
2015-02-17,175.47662353515625,175.652013897167,174.63311096872064,174.88365042357287,76968200
2015-02-18,175.4933319091797,175.568493746276,174.83354402280722,175.10080310174652,80652900
2015-02-19,175.36805725097656,175.7355321290846,174.75004290471747,174.8920195178747,91462500
2015-02-20,176.4203338623047,176.49549568565337,174.324060669093,174.9504346842225,140896400
2015-02-23,176.39529418945312,176.39529418945312,175.78561425667732,176.16979595755504,74411100
2015-02-24,176.8964080810547,177.09685239506163,176.0194817297444,176.3201418289475,72472300
2015-02-25,176.74609375,177.2555452577125,176.40367280765227,176.77114769762395,73061700
2015-02-26,176.5372772216797,176.81288334991714,175.9275972666635,176.6541998751489,72697900
2015-02-27,175.93597412109375,176.70432488169962,175.88586622812605,176.43706579438557,108076000
2015-03-02,177.0467529296875,177.10520789262947,175.98608909262143,176.0361969876046,87491400
2015-03-03,176.3201141357422,177.09682457986455,175.45154773202682,176.61242712147254,110325800
2015-03-04,175.57679748535156,175.79394861930544,174.59965561339254,175.71877405714616,114497200
2015-03-05,175.76890563964844,176.05285880094323,175.25945426503748,175.9025224108618,76873000
2015-03-06,173.29681396484375,175.33461950297456,172.96275291488652,174.9003299431404,188128000
2015-03-09,174.01507568359375,174.37419071431117,173.33859370025084,173.49727717656359,89818900
2015-03-10,171.19224548339844,172.72060009958938,171.15048465361085,172.63709118363022,157121300
2015-03-11,170.79132080078125,171.62648618367015,170.7077991650474,171.45109584607403,110145700
2015-03-12,172.96278381347656,173.02958584051197,171.37596168367457,171.42606957575836,93993500
2015-03-13,171.90213012695312,173.65597017089337,170.85817316855469,172.6871877986472,162410900
2015-03-16,174.19879150390625,174.29066020282139,171.92714071583396,172.63703636596105,136099200
2015-03-17,173.68096923828125,174.06513811296887,172.86249812617064,173.45547105485403,94510400
2015-03-18,175.76890563964844,176.44538753598505,172.56186100190124,173.20494189133748,228808500
2015-03-19,174.96714782714844,175.77725926855788,174.57461907745056,175.35132951071256,117917300
2015-03-20,176.51156616210938,177.02329165623516,175.73978575794388,175.9243433329071,177715100
2015-03-23,176.1676025390625,177.0987746645031,176.1676025390625,176.51993620808102,71784500
2015-03-24,175.17774963378906,176.50319012068343,175.11063661664897,176.04180892865648,77805300
2015-03-25,172.61070251464844,175.62233956889628,172.56876808476972,175.38745043938636,159521700
2015-03-26,172.1996612548828,173.12243636523925,171.2349261116261,171.9396063346869,153067200
2015-03-27,172.59397888183594,172.77013937466884,171.88929850900175,172.08225325896274,118939000
2015-03-30,174.69952392578125,175.001526015776,173.61735723692237,173.6341258860087,96180400
2015-03-31,173.17276000976562,174.57372326508263,173.1140441274845,173.86904307422634,126768700
2015-04-01,172.5603790283203,173.16438333259188,171.56209378096878,173.13921755328874,137303600
2015-04-02,173.18113708496094,173.63413384045782,172.30868087367617,172.49323842604426,86900900
2015-04-06,174.34718322753906,174.86729293905387,172.14928703965916,172.28350022939222,114368200
2015-04-07,173.88583374023438,175.1273924652956,173.8522836343671,174.3723934785485,81236300
2015-04-08,174.47303771972656,174.91765017722855,173.71803881466576,174.11231971856327,89351900
2015-04-09,175.24485778808594,175.47974695846585,173.81035698330132,174.3053011065662,85548900
2015-04-10,176.20114135742188,176.24308858210625,175.29514786681716,175.496474064509,72722900
2015-04-13,175.4042510986328,176.69615434717943,175.35391953319592,176.05858705031233,74436600
2015-04-14,175.7398681640625,175.9244258255666,174.573806284834,175.20297663982427,75099900
2015-04-15,176.52835083007812,177.0400763706317,176.12568553930606,176.20958000844553,99529300
2015-04-16,176.47799682617188,176.98972230164958,175.99143712813594,176.19277614816718,68934900
2015-04-17,174.44784545898438,175.52162777451883,173.6592837709055,175.27835436886434,191113200
2015-04-20,176.04177856445312,176.37733079177733,175.2951639782343,175.3790456348169,92189500
2015-04-21,175.8320770263672,176.88907819395953,175.53007486412673,176.72968638604115,72559800
2015-04-22,176.6961212158203,176.8806787881501,175.2448264151816,176.17599860266472,78264600
2015-04-23,177.14073181152344,177.79506763355647,176.17599672996383,176.2934412928801,102585900
2015-04-24,177.5518035888672,177.820255652251,177.09880673253062,177.56020071615976,61327400
2015-04-27,176.8135528564453,178.24805329957138,176.62059817188728,178.12222441876963,79358100
2015-04-28,177.3756103515625,177.42594190402318,175.60554488721408,176.78838757202672,86863500
2015-04-29,176.645751953125,177.24974329668885,175.83202450350427,176.4779630682795,125684900
2015-04-30,174.875732421875,176.46124051405948,174.17105220273896,176.066959572572,161304900
2015-05-01,176.7716064453125,176.81355367260554,175.5635979820535,175.66426108715956,103399700
2015-05-04,177.2749481201172,177.86217090254632,177.09039055985423,177.19943799055753,70927200
2015-05-05,175.24485778808594,177.39243603234493,175.10224742039094,177.0317051489402,113326200
2015-05-06,174.52337646484375,176.1088844712023,173.44959394204525,175.7984980108535,135060200
2015-05-07,175.21966552734375,175.64750936627502,174.08716708425598,174.42271933394915,88244900
2015-05-08,177.52659606933594,177.72793506953658,176.82192876937756,176.90582321958516,155877300
2015-05-11,176.6793670654297,177.75314976100591,176.60386971976402,177.48471048736158,75708100
2015-05-12,176.15084838867188,176.6961368280068,175.00995275005405,175.84046189891876,119727600
2015-05-13,176.1844024658203,177.19107202579508,175.94951332850945,176.5619019507486,94667900
2015-05-14,178.02159118652344,178.11386998142814,176.93102710142207,177.20786348613618,95934000
2015-05-15,178.21449279785156,178.35710312126986,177.72793315298549,178.21449279785156,76510100
2015-05-18,178.76817321777344,179.0198309756367,177.9796114418117,178.04672444407402,74549700
2015-05-19,178.70948791503906,179.16249759013516,178.4242671865708,178.88566118879854,72114600
2015-05-20,178.58363342285156,179.33863237252297,178.2648498305248,178.8101254274544,76857500
2015-05-21,179.10379028320312,179.3135136910289,178.27328098003275,178.44106994669414,64764600
2015-05-22,178.67593383789062,179.13731502937233,178.60882082082986,178.71786827311686,57433500
2015-05-26,176.7548370361328,178.6087970846197,176.33539033561968,178.18095325777796,124308600
2015-05-27,178.43264770507812,178.6675368647441,176.8051922413215,177.21625467098656,93214000
2015-05-28,178.23130798339844,178.34035542753773,177.5350248839786,178.12224773876093,74974600
2015-05-29,177.12403869628906,178.20620607997498,176.85559933310105,178.16427162983888,124919600
2015-06-01,177.48472595214844,178.13066481090308,176.68776678790476,177.7951124894851,93338800
2015-06-02,177.30853271484375,178.0048158639257,176.39414186142852,177.02331199367737,91531000
2015-06-03,177.77825927734375,178.40742922642855,177.28331532284926,177.84537227463892,87820900
2015-06-04,176.2766571044922,177.7279389612918,175.957873547318,177.06521887192548,151882800
2015-06-05,175.9746856689453,176.65418732725203,175.3119526635732,176.12568034834752,121704700
2015-06-08,174.89251708984375,176.01664413260892,174.81701974532572,175.8656366430736,89063300
2015-06-09,174.8673095703125,175.41259790728935,174.22975525683552,174.8673095703125,105034700
2015-06-10,176.964599609375,177.3504962915973,175.58043031108906,175.6391462059162,134551300
2015-06-11,177.5349884033203,177.9208721426707,177.17425763775827,177.40914673140517,73876400
2015-06-12,176.1759796142578,177.40915380532277,175.89914328560076,176.70448649628455,135382400
2015-06-15,175.42100524902344,175.70622594243684,174.31365977977444,175.0267243138058,124384200
2015-06-16,176.3773651123047,176.4612595857089,175.0938590323169,175.27001950576653,85308200
2015-06-17,176.66258239746094,177.27498388027553,175.63074695729955,176.66258239746094,126708600
2015-06-18,178.49977111816406,178.9695494648563,176.69615507986353,177.26659655784698,165867900
2015-06-19,177.70736694335938,178.3311724043753,177.32803117308862,178.25530782287396,130478700
2015-06-22,178.6177978515625,179.20787720291457,178.4070543073107,178.63466093667688,70696000
2015-06-23,178.74420166015625,179.08139897849242,178.34801571310027,178.8285042054309,68476800
2015-06-24,177.4459991455078,178.85376396099318,177.4207109584984,178.47442829309168,92307300
2015-06-25,176.90652465820312,178.0782580070288,176.8306600850501,177.9518170517738,97107400
2015-06-26,176.87283325195312,177.5134889424864,176.3164672544362,177.26901924838165,104174800
2015-06-29,173.16375732421875,176.88127660545427,173.08789273385037,175.38078356970775,202621300
